"RequirementId","Scope","Requirement","SourceFile","SourceLine","SourceRevision","Status","ArtifactSha256","Environment","Procedure","TerminalResult","EvidenceLocation","Limitations","SourceFileSha256","EnvironmentAmendment","OriginalRequirement","OriginalProcedure","ParentRequirementId","RowKind","PreviewDisposition","PreviewEvidence"
"RB-REP-02","Windows/shared","Apache-2.0 detected by GitHub.","docs/context-relay-v1-implementation-plan.md","1429","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Apache-2.0 detected by GitHub.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-REP-03","Windows/shared","First-party package metadata says `Apache-2.0`.","docs/context-relay-v1-implementation-plan.md","1430","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","First-party package metadata says `Apache-2.0`.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-REP-04","Windows/shared","RuleSync and Gitleaks MIT notices included.","docs/context-relay-v1-implementation-plan.md","1431","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","RuleSync and Gitleaks MIT notices included.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-REP-05","Windows/shared","Semgrep LGPL obligations included.","docs/context-relay-v1-implementation-plan.md","1432","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Semgrep LGPL obligations included.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-REP-06","Windows/shared","Model license included.","docs/context-relay-v1-implementation-plan.md","1433","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Model license included.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-REP-07","Windows/shared","Unknown license blocks release.","docs/context-relay-v1-implementation-plan.md","1434","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Unknown license blocks release.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-REP-08","Windows/shared","Fork PRs receive no secrets.","docs/context-relay-v1-implementation-plan.md","1435","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Fork PRs receive no secrets.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-REP-09","Windows/shared","Protected `main` and `v*` tags reject forbidden changes.","docs/context-relay-v1-implementation-plan.md","1436","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Protected `main` and `v*` tags reject forbidden changes.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-CRYPTO-01","aggregate","Cross-platform deterministic vectors.","docs/context-relay-v1-implementation-plan.md","1440","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Cross-platform deterministic vectors.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-CRYPTO-01-WS","Windows/shared","Windows deterministic vectors and equality with the shared canonical fixtures.","docs/context-relay-v1-implementation-plan.md","1440","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Cross-platform deterministic vectors.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-CRYPTO-01","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
